名字,组成
茵莲清肝合剂,"['茵陈', '柴胡', '郁金', '板蓝根', '绵马贯众', '白花蛇舌草', '枝莲', '虎杖', '重楼', '茯苓', '广藿香', '砂仁', '佩兰', '白芍', '当归', '丹参', '红花', '泽兰', '琥珀']"
茴香橘核丸,"['小茴香', '角茴香', '橘核', '荔枝核', '补骨脂', '肉桂', '川楝子', '延胡索', '莪术', '香附', '昆布', '穿山甲味']"
茯苓白术丸,"['党参', '薏苡仁', '甘草', '白术', '莲子', '桔梗', '白扁豆', '砂仁', '茯苓']"
荡涤灵颗粒,"['石韦', '车前子', '猪苓', '虎杖', '知母', '黄连', '地龙', '琥珀', '赤芍', '黄芪', '当归', '地黄', '甘草']"
荨麻疹丸,"['白芷', '薄荷', '赤芍', '荆芥', '何首乌', '当归', '防风', '川芎', '威灵仙', '亚麻子', '苦参', '蒺藜', '白藓', '棵针', '土茯苓', '黄芩', '红花', '菊花']"
枳术宽中胶囊,"['白术', '枳实', '柴胡', '山楂']"
胃痛宁片,"['蒲公英提取物', '氢氧化铝', '甘草干浸膏', '天仙子浸膏', '龙胆粉', '小茴香油']"
咽速康气雾剂,"['人工牛黄', '珍珠', '雄黄', '蟾酥', '冰片', '麝香']"
白花蛇舌草注射液,['本品为白花蛇舌草经提取制成的灭菌水溶液']
宁嗽露,"['麻黄', '甘草', '紫菀', '苦杏仁', '百部']"
加味逍遥丸,"['柴胡', '当归', '白芍', '白术', '茯苓', '甘草', '牡丹', '栀子', '薄荷']"
仲景胃灵丸,"['肉桂', '延胡索', '牡蛎', '小茴香', '砂仁', '高良姜', '白芍', '炙甘草']"
伤风感冒颗粒,"['防风', '羌活', '荆芥', '白芷', '桔梗', '浙贝母', '紫苏叶', '苦杏仁', '薄荷油']"
华佗延寿酒,"['枸杞子', '黄精', '天冬', '苍术', '松叶', '狗脊']"
伊血安颗粒,"['滇桂艾纳香', '益母草', '延胡索', '甘草']"
血平胶囊,"['地黄', '熟大黄', '地榆', '海螵蛸', '茜草', '蒲黄']"
血络通胶囊,"['银杏叶提取物', '人参']"
孕康糖浆,"['续断', '黄芪', '当归', '狗脊', '菟丝子', '桑寄生', '杜仲', '补骨脂', '党参', '茯苓', '白术', '阿胶', '地黄', '山茱萸', '枸杞子', '乌梅', '白芍', '砂仁', '益智', '苎麻根', '黄芩', '艾叶']"
发汗解热丸,"['麻黄', '苍术', '白芷', '当归', '羌活', '细辛', '荆芥穗', '甘草', '防风', '川芎', '薄荷']"
母乳多颗粒,"['黄芪', '漏芦', '羊乳根', '王不留行', '梗通草']"
地锦草片,['本品为地锦草经工制成的片']
芒果止咳片,"['芒果叶干浸膏', '合鱼腥草素', '扑尔敏']"
芎香通脉丸,"['川芎', '丹参', '苏合香', '人工麝香', '冰片', '诃子', '肉豆蔻']"
过岗龙片,['过岗龙']
再造生血片,"['菟丝子', '红参', '鸡血藤', '阿胶', '当归', '女贞子', '黄芪', '益母草', '熟地黄', '白芍', '制何首乌', '淫羊藿', '黄精', '鹿茸', '党参', '麦冬', '仙鹤草', '白术', '补骨脂', '枸杞子', '墨旱莲']"
宁坤养血丸,"['人参', '甘草', '地黄', '红花', '厚朴', '茯苓', '当归', '川芎', '柴胡', '白术', '白芍', '丹参', '香附', '肉桂']"
生精胶囊,"['鹿茸', '枸杞子', '人参', '冬虫夏草', '菟丝子', '沙苑子', '淫羊藿', '黄精', '何首乌', '桑葚', '补骨脂', '骨碎补', '仙茅', '金樱子', '覆盆子', '杜仲', '大血藤', '马鞭草', '银杏叶']"
仙乐雄胶囊,"['人参', '鹿茸', '牛鞭', '狗鞭', '淫羊藿', '熟地黄']"
瓜蒌皮注射液,['瓜萎']
乐脉颗粒,"['赤芍', '川芎', '丹参', '红花', '木香', '山楂', '香附']"
外用无敌膏,"['生川乌', '生草乌', '桑寄生', '独活', '伸筋草', '蕲蛇', '马子', '大黄', '细辛', '黄芪', '当归味']"
田七痛经胶囊,"['延胡素', '小茴香', '灵脂', '川芎', '冰片', '蒲黄', '木香']"
生力胶囊,"['人参', '肉苁蓉', '熟地黄', '淫羊藿', '枸杞子', '荔枝核', '沙苑子', '丁香', '沉香', '远志']"
生血康口服液,"['黄芪', '红参', '味子', '当归', '白芍', '茯苓', '猪苓', '鸡血藤', '何首乌', '山茱萸', '枸杞子', '女贞子']"
仙灵骨葆胶囊,"['淫羊藿', '续断', '补骨脂', '地黄', '丹参', '知母']"
龙掌口含液,"['飞龙掌血根', '飞龙掌血叶', '地骨']"
平胃丸,"['苍术', '甘草', '厚朴']"
北芪片,['黄芪浸膏片']
叶绿油,"['薄荷油', '薄荷脑', '冰片', '丁香油', '冬青油', '樟脑', '桂油', '桉叶油']"
甲亢灵片,"['墨旱莲', '丹参', '夏枯草', '龙骨', '牡蛎']"
田七花叶颗粒,['叶茎']
仙藿补肾合剂,"['原蚕蛾', '淫羊藿', '锁阳', '巴戟天', '仙茅', '菟丝子', '韭菜子', '杜仲', '熟地黄', '制何首乌', '枸杞子']"
白蔻调中丸,"['豆蔻', '沉香', '肉桂', '干姜', '草豆蔻', '白术', '山楂', '麦芽', '紫苏梗', '党参', '甘草', '神曲', '白扁豆']"
外感风寒颗粒,"['桂枝', '白芷', '防风', '柴胡', '荆芥穗', '羌活', '白芍', '葛根', '桔梗', '杏仁', '甘草', '生姜']"
冬菀止咳颗粒,"['款冬花', '紫菀', '麻黄', '法夏', '细辛', '辛夷花', '苍耳子']"
宁泌泰胶囊,"['季红', '芙蓉叶', '仙鹤草', '大风藤', '白茅根', '连翘', '颗针']"
蚁黄通络胶囊,"['日本弓背蚁', '黄芪', '丹参']"
咽立爽口含滴丸,"['艾纳香', '冰片', '桉油精', '左旋樟脑']"
咳特灵胶囊,"['小叶榕千浸膏m', '马来酸氯苯那敏m']"
珍珠胃安丸,"['珍珠层粉', '时草', '豆豉姜', '徐长卿']"
草果四味汤散,"['草果', '丁香', '木香', '小茴香']"
茵栀黄注射液,"['菌陈', '栀子', '金银花', '黄芩']"
海墨止血片,['乌贼墨']
消肿痔疮片,"['马勃', '薯莨', '牡蛎', '山豆根']"
益诺胶囊,['益母草总碱']
烧伤灵酊,"['虎杖', '黄柏', '冰片']"
六味能消胶囊,"['大黄', '诃子', '藏木香', '碱花', '寒水石', '干姜']"
心脑宁胶囊,"['银杏叶', '小叶黄杨', '丹参', '大果木姜子', '薤白']"
心脑欣胶囊,"['红景天', '枸杞子', '沙棘鲜浆']"
心脑健片,['本品为茶叶提取物经工制成的片']
甘露解热口服液,"['金银花', '板蓝根', '蝉蜕', '赤芍', '广藿香', '滑石', '大黄', '羚羊角片', '石膏', '黄芩']"
艾迪注射液,"['斑蝥', '人参', '黄芪']"
丹溪玉屏风颗粒,"['黄芪', '防风', '白术']"
乌贝胶囊,"['海螵蛸', '浙贝母']"
六味五灵片,"['味子', '女贞子', '连翘', '莪术', '苣荬菜', '灵芝孢子粉']"
止嗽口服液,"['紫菀', '百部', '白前', '桔梗']"
贝母梨膏,"['川贝母', '雪梨膏']"
牛黄解毒丸,"['牛黄', '雄黄', '石膏', '冰片', '大黄', '黄芩', '桔梗', '甘草']"
升血调元汤,"['黄芪', '鸡血藤', '骨碎补', '何首鸟', '党参', '佛手', '女贞子', '麦芽']"
天麻头痛片,"['天麻', '白芷', '川芎', '荆芥', '当归', '乳香']"
云南红药胶囊,"['重楼', '紫金龙', '玉葡萄根', '滑叶跌打', '大麻药', '制黄草乌', '金铁锁', '石菖蒲', '西南黄芩']"
木香理气片,"['木香', '枳壳', '莪术', '吴茱萸', '桔梗', '牵牛子', '香附', '厚朴', '山楂', '肉桂', '黄芩', '枳实', '槟榔', '甘松', '大黄']"
五子降脂胶囊,"['蛇床子', '灵脂', '何首乌', '丹参', '菟丝子', '泽泻', '金樱子', '枸杞子', '味子', '淫羊藿']"
小儿解热栓,"['黄芩', '金银花']"
小败毒膏,"['蒲公英', '金银花', '天花粉', '黄柏', '大黄', '白芷', '乳香', '当归', '赤芍', '术鳖子', '甘草']"
大黄通便颗粒,['大黄流浸膏']
万宝油,"['薄荷油', '桉油', '广藿香油', '血竭', '樟脑', '丁香酚', '甘松油', '薄荷油', '肉桂油', '浓氨溶液']"
小儿止泻片,"['白术', '枣树', '罂粟壳', '车前子', '白矾']"
三清胶囊,"['猪苓', '茯苓', '泽泻', '地黄', '枸杞子', '车前子', '白茅根', '白术', '桑白', '大腹', '金银花', '连翘', '续断']"
心达康片,['沙棘']
心可宁胶囊,"['丹参', '红花', '水牛角浓缩粉', '牛黄', '冰片', '螗酥', '人参须']"
心舒宁片,"['毛冬青', '银杏叶', '葛根', '益母草', '豨莶草', '柿树叶']"
烧伤止痛膏,"['地榆炭', '黄连', '鸡血藤', '虎仗', '人参']"
消肿片,"['枫香脂', '当归', '制草乌', '地龙', '乳香', '马子', '香墨', '灵脂']"
消癌平注射液,['通关藤']
海马补肾丸,"['海马', '人参', '龙骨', '枸杞子', '驴肾', '鹿筋', '补骨脂', '茯苓', '黄芪', '核桃仁', '鹿茸', '蛤蚧', '狗肾', '于海米', '山茱萸', '当归', '母丁香', '熟地黄']"
润肠丸,"['桃仁', '当归', '羌活', '火麻仁', '大黄']"
参柏舒阴洗液,"['黄柏', '苦参', '蛇床子', '重楼', '白藓', '何首乌', '玄参', '赤芍', '花椒']"
参梅养胃颗粒,"['北沙参', '山楂', '乌梅', '红花', '莪术', '青木香', '蒲公英', '丹参', '甘草', '白芍', '当归']"
益虚宁片,"['枸杞子', '当归', '菟丝子', '牡丹', '何首乌', '地黄', '女贞子', '麦冬', '党参', '味子', '牛膝', '甘草']"
特制狗皮膏,"['生川乌', '生草乌', '羌活', '威灵仙', '附子', '肉桂', '血竭', '乳香', '青风藤', '樟脑', '颠茄流浸膏']"
秘诀清凉散,"['寒水石', '檀香', '降香', '沉香', '诃子', '豆蔻', '红花', '天竺黄', '肉豆蔻', '草果', '余甘子', '石榴子', '止泻木子', '荜茇', '术香', '甘青青兰', '獐牙菜', '巴夏嘎', '绿绒蒿', '波棱瓜子', '榜嘎', '体外培育牛黄', '人工麝香']"
痔疮片,"['大黄', '蒺藜', '功劳木', '白芷', '冰片', '猪胆汁']"
痔康片,"['金银花', '槐花', '地榆', '黄芩', '大黄']"
镇心痛口服液,"['延胡索', '薤白', '肉桂', '冰片', '地龙', '党参', '葶苈子', '薄荷脑']"
镇咳宁口服液,"['甘草', '盐酸麻黄碱', '桑白']"
醒脑静注射液,"['麝香', '郁金', '栀子', '冰片']"
醒脾开胃颗粒,"['谷芽', '香橼', '甘草', '稻芽', '佛手', '使君子', '荷叶', '白芍', '冬瓜子']"
癃闭通胶囊,"['穿山甲', '肉桂']"
青果丸,"['青果', '金银花', '黄芩', '北豆根', '麦冬', '玄参', '白芍', '桔梗']"
龟鹿补肾胶囊,"['菟丝子', '淫羊藿', '续断', '锁阳', '狗脊', '酸枣仁', '制何首乌', '炙甘草', '鹿角胶', '熟地黄', '龟甲胶', '金樱子', '蜜黄芪', '覆盆子']"
小儿金丹片,"['朱砂', '橘红', '川贝母', '胆南星', '前胡', '玄参', '清夏', '大青叶', '关木通', '桔梗', '荆芥穗', '羌活', '西河柳', '地黄', '枳壳', '赤芍', '钩藤', '葛根', '牛蒡子', '天麻', '甘草', '防风', '冰片', '水牛角浓缩粉', '羚羊角粉', '薄荷脑']"
小儿健脾开胃合剂,"['黄芪', '白术', '山楂', '莲子', '枸杞子', '珍珠层粉', '甘草']"
开胸消食片,"['熟大黄', '甘草', '神曲', '术香', '麦芽', '枳实', '厚朴', '山楂', '槟榔', '莱菔子']"
天蛾补肾口服液,"['雄性柞蚕', '熟地黄', '肉苁蓉', '菟丝子', '蛇床子', '淫羊藿', '味子', '红参', '黄芪', '红景天', '牛膝', '附子', '木香']"
云南白药创可贴,[]
止血复脉合剂,"['阿胶', '附子', '川芎', '大黄']"
升阳十一味丸,"['石榴', '冬葵果', '天冬', '蒺藜', '肉桂', '玉竹', '荜茇', '黄精', '天花粉', '益智', '红花']"
长春宝口服液,"['人参', '枸杞子', '味子', '天冬', '麦冬', '地黄', '熟地黄', '制何首乌', '茯苓', '牛膝', '当归', '补骨脂', '杜仲', '巴戟天', '知母', '黄柏', '仙茅', '淫羊藿', '泽泻', '丹参', '黄芪', '桑寄生', '女贞子', '墨早莲']"
化痔片,"['槐米', '茜草', '枳壳']"
丹鳖胶囊,"['当归', '丹参', '莪术', '鳖甲', '海藻', '桃仁', '桂枝', '白术', '杜仲', '枝莲']"
乌发丸,"['地黄', '墨旱莲', '制何首乌', '黑豆', '女贞子', '黑芝麻']"
心通口服液,"['黄芪', '党参', '麦冬', '何首乌', '淫羊藿', '野葛', '当归', '丹参', '皂角刺', '海藻', '昆布', '牡蛎']"
双黄连栓,"['金银花', '黄芩', '连翘']"
玉竹颗粒,['玉竹']
麦芽片,['麦芽粉']
扶正养阴丸,"['阿胶', '天冬', '川贝母', '百部', '地黄', '麦冬', '桑叶', '熟地黄', '北沙参', '菊花', '茯苓']"
抑亢丸,"['羚羊角', '白芍', '桑葚', '天竺黄', '香附', '延胡索', '玄参', '黄精', '黄药子', '女贞子']"
杞明胶囊,"['枸杞子', '菟丝子', '女贞子', '茺蔚子', '何首乌', '山茱萸', '淫羊藿', '谷精草', '木贼', '决明子', '赤芍', '川芎', '丹参', '黄柏', '牡丹', '地黄', '红花', '鸡血藤', '冰片']"
更年安片,"['地黄', '熟地黄', '制何首乌', '玄黄', '麦冬', '茯苓', '泽泻', '牡丹', '珍珠母', '磁石', '钩藤', '首乌藤', '味子', '浮小麦', '仙茅']"
尪痹复康颗粒,"['补骨脂', '续断', '骨碎补', '生地黄', '熟地黄', '白芍', '桂枝', '自然铜', '制川乌', '制草乌']"
通幽润燥丸,"['枳壳', '桃仁', '苦杏仁', '熟地黄', '槟榔', '甘草', '木香', '红花', '火麻仁', '地黄', '熟大黄', '厚朴', '当归', '郁李仁', '黄芩', '大黄']"
通滞苏润江胶囊,"['秋水仙', '司卡摩尼亚脂', '西红花', '番揭叶', '诃子', '盒果藤', '巴旦仁']"
排石利胆颗粒,"['茵陈', '柴胡', '金草', '龙胆', '赤芍', '郁金', '蒲黄', '大黄', '灵脂', '芒硝']"
雪莲虫草合剂,"['雪莲花', '发酵虫草菌粉', '党参']"
咳喘顺丸,"['紫苏子', '瓜蒌仁', '茯苓', '鱼腥草', '苦杏仁', '款冬花', '桑白', '前胡', '紫菀', '甘草']"
骨通贴膏,"['丁公藤', '麻黄', '当归', '干姜', '白芷', '海风藤', '乳香', '姜黄', '辣椒', '樟脑', '肉桂油', '金不换', '薄荷脑']"
骨康胶囊,"['补骨脂', '续断', '芭蕉根', '败酱草']"
骨筋丸,"['血竭', '马子', '桂枝', '秦艽', '牛膝', '红花', '郁金', '独活', '延胡索', '木香', '乳香', '白芍']"
复方田七胃痛胶囊,"['延胡索', '香附', '吴茱萸', '瓦楞子', '枯矾', '甘草', '白芍', '白及', '川袜子', '氧化镁', '碳酸氢钠', '颠茄流浸膏']"
复方四季青片,"['季青干浸膏', '癸酰乙醛']"
复方白带丸,"['党参', '白术', '当归', '白芍']"
洁身洗液,"['苦参', '蛇床子药物']"
活络镇痛片,"['天南星', '红花', '防风', '白芷', '当归']"
肠泰合剂,"['红参', '白术', '茯苓', '甘草', '双歧杆菌培养液', '陈糖浆']"
龟甲养阴片,"['龟甲', '覆盆子', '鳖甲', '车前子', '石决明', '菟丝肉', '桑葚', '地黄', '山楂', '牡丹', '泽泻', '龙骨', '牡蛎', '丹参', '紫贝母', '熟地黄', '制何首乌', '珍珠母', '牛膝', '枸杞子', '狗脊', '味子', '当归', '女贞子', '茯苓']"
补血生乳颗粒,"['黄芪', '当归', '茯苓', '白芍', '甘草', '王不留行', '川芎', '枳壳', '桔梗']"
尿毒灵软膏,"['大黄', '金银花', '连翘', '黄柏', '栀予', '土茯苓', '青黛', '丹参', '红花', '地榆', '蒺藜', '钩藤', '槐米', '龙骨', '牡蛎', '生晒参', '枸杞子', '麦冬', '桂枝', '白茅根']"
灵芝胶囊,['天然灵芝']
阿胶泡腾颗粒,['阿胶辅料']
阿胶益寿晶,"['人参', '制何首乌', '木香', '黄芪', '阿胶', '甘草', '熟地黄']"
陈香露白露片,"['甘草', '川木香', '大黄', '石菖蒲', '次硝酸铋', '碳酸镁', '碳酸氢钠', '氧化镁', '辅料为硬脂酸镁', '淀粉']"
附桂骨痛胶囊,"['附子', '制川乌', '肉桂', '当归', '白芍', '淫羊藿', '乳香']"
妙灵丸,"['川贝母', '天南星', '地黄', '羚羊角', '水牛角浓缩粉', '钩藤', '朱砂', '关木通', '冰片', '赤芍味']"
鸡矢藤注射液,"['单萜甙类：猪殃殃甙', '麒藤甙', '麒藤次甙', '此外', '尚含有熊果甙', '谷甾醇', '齐墩果酸']"
金刚丸,"['绵革', '杜仲', '肉苁蓉', '菟丝子', '巴戟天', '制鹿胎']"
心血宁片,"['葛根', '山楂']"
化瘀祛斑胶囊,"['柴胡', '薄荷', '黄芩', '当归', '红花', '赤芍']"
风湿二十五味丸,"['儿茶膏', '诃子', '岩精膏', '藏菖蒲']"
止嗽化痰颗粒,"['桔梗', '知母', '前胡', '大黄', '甘草', '川贝母', '石膏', '苦杏仁', '紫苏叶', '葶苈子', '款冬花', '百部', '玄参', '麦冬', '密蒙花', '天冬', '味子', '枳壳', '瓜蒌子']"
牛黄益金片,"['黄柏', '硼砂', '玄明粉', '牛黄', '薄荷脑', '薄荷油']"
五积颗粒,"['苍术', '桔梗', '枳壳', '桂枝', '麻黄', '厚朴', '干姜']"
止血宝颗粒,['小蓟']
天麻蜜环菌片,['本品为蜜环菌粉制成的片剂']
无敌药酒,"['黄芪', '当归', '熟地黄', '赤芍', '人参', '白术', '菟丝子', '川芎', '杜仲', '桂枝', '肉桂', '桃仁', '覆盆子', '女贞子', '金樱子', '葫芦巴', '骨碎补', '肉苁蓉', '血蝎', '白芷', '枸杞子', '乳香', '炮象', '穿山甲', '桑寄生', '续断', '熟地黄', '细辛', '紫丹参', '牡丹', '黄精', '葛根', '地龙', '鸡血藤羔', '木瓜', '丝瓜络', '秦艽']"
云胃宁胶囊,"['曼陀罗叶', '岩白菜']"
山楂麦曲颗粒,"['山楂', '麦芽', '黔曲']"
川参通注射液,"['丹参', '川芎', '麦冬', '当归']"
女珍颗粒,"['女贞子', '墨早莲', '地黄', '紫草', '酸枣仁', '柏子仁', '钩藤', '珍珠粉', '茯苓', '莲子']"
马应龙八宝眼膏,"['煅炉甘石', '琥珀', '人工麝香', '人工牛黄', '珍珠', '冰片', '硼砂', '硇砂', '辅料为：凡士林', '羊毛脂', '液状石蜡']"
王氏保赤丸,"['黄连', '大黄']"
开郁顺气丸,"['柴胡', '茯苓', '姜夏', '香附', '莱菔子', '栀子', '当归', '白芍', '木香', '苍术', '神曲', '槟榔', '沉香', '砂仁', '枳壳', '甘草', '厚朴', '黄芩', '桔梗', '川芎']"
小儿解感颗粒,"['大青叶', '柴胡', '黄芩', '荆芥', '桔梗', '甘草']"
小儿敷脐止泻散,['黑胡椒']
口腔溃疡散,"['青黛', '白矾', '冰片']"
山香圆片,['山香圆叶']
小儿胃宝丸,"['山楂', '麦芽', '神曲', '鸡蛋壳']"
小儿咽扁颗粒,"['金银花', '射干', '金果榄', '玄参', '麦冬', '牛黄', '冰片', '桔梗']"
大黄蟅虫丸,"['熟大黄', '蟅虫', '水蛭', '虻虫', '蛴螬', '干漆', '桃仁', '苦杏仁', '黄芩', '地黄', '白芍', '时草']"
万通炎康片,"['苦玄参', '肿风']"
小儿广朴止泻口服液,"['广藿香', '苍术', '茯苓', '泽泻', '厚朴', '车前草', '神曲']"
儿童感热清丸,"['人工牛黄', '羚羊角', '麝香', '牛胆粉', '人参', '黄连', '丁香', '甘草', '百草霜']"
三黄清解胶囊,"['黄连', '黄芩', '黄柏', '金银花', '连翘']"
人参鹿茸丸,"['人参', '鹿茸', '补骨脂', '巴戟天', '当归', '杜仲', '牛膝', '茯苓', '菟丝子', '黄芪', '龙眼肉', '味子', '黄柏', '香附', '冬虫夏草']"
八宝瑞生丸,"['当归', '延胡索', '干姜', '山楂', '神曲', '茯苓', '高良姜', '郁金', '香附', '草果仁', '草豆蔻', '肉桂', '甘草']"
栀子金花丸,"['栀子', '黄连', '黄芩', '黄柏', '大黄', '金银花', '知母', '天花粉']"
栀芩清热液,"['栀子', '甘草', '黄芩', '连翘', '薄荷油', '淡竹叶']"
枸杞药酒,"['枸杞子', '熟地黄', '黄精', '百合', '远志']"
胃气痛片,"['郁金', '香附', '乳香', '灵脂', '高良姜', '角茴香', '白芍', '木香', '丁香', '肉桂']"
胃可宁,"['珍珠层粉', '浙贝母']"
咳康含片,"['石吊兰', '铁包金', '羊奶叶', '绞股蓝药物']"
